127.0.0.1 - - [02/Dec/2019:10:30:47 -0800] "GET / HTTP/1.1" 200 11330
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:54:41 -0800] "GET /SeCurethatA/LogoutServlet HTTP/1.1" 200 8496
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:55:04 -0800] "GET /SeCurethatA/SearchServlet?search-bar=grujic&radio-button=Professor HTTP/1.1" 200 11597
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:55:31 -0800] "GET /SeCurethatA/RegisterPage.jsp HTTP/1.1" 200 6598
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:55:31 -0800] "GET /SeCurethatA/RegisterPage.css HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:55:42 -0800] "GET /SeCurethatA/RegisterServlet?username=yuhuahu310&password=1234&confirm=1234&submit=Submit HTTP/1.1" 200 9148
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:55:42 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:56:04 -0800] "GET /SeCurethatA/SearchServlet?search-bar=201&radio-button=Course HTTP/1.1" 200 11891
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:56:05 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:56:08 -0800] "GET /SeCurethatA/Detail.jsp?courseName=CSCI201&courseDescription=Object-oriented%20paradigm%20for%20programming-in-the-large%20in%20Java;%20writing%20sophisticated%20concurrent%20applications%20with%20animation%20and%20graphic%20user%20interfaces;%20using%20professional%20tools%20on%20team%20project. HTTP/1.1" 200 15456
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:56:08 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:56:20 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Spring&professor=none&courseName=CSCI201 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:56:21 -0800] "GET /SeCurethatA/chartServlet?term=2020%20Spring&course=CSCI201 HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:56:24 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=none&courseName=CSCI201 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:56:25 -0800] "GET /SeCurethatA/chartServlet?term=2020%20Summer&course=CSCI201 HTTP/1.1" 200 237
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:56:49 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=mark%20redekopp&courseName=CSCI201 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:57:35 -0800] "GET /SeCurethatA/Homepage.jsp HTTP/1.1" 200 9148
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:57:36 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:58:05 -0800] "GET /SeCurethatA/SearchServlet?search-bar=grujic&radio-button=Professor HTTP/1.1" 200 13833
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:58:06 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:58:15 -0800] "GET /SeCurethatA/Detail.jsp?courseName=CSCI102&courseDescription=Fundamental%20concepts%20of%20algorithmic%20thinking%20as%20a%20primer%20to%20programming.%20Introduction%20to%20C++. HTTP/1.1" 200 14594
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:58:16 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:58:25 -0800] "GET /SeCurethatA/LogoutServlet HTTP/1.1" 200 8496
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:59:04 -0800] "GET /SeCurethatA/SearchServlet?search-bar=grujic&radio-button=Professor HTTP/1.1" 200 11597
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:59:23 -0800] "GET /SeCurethatA/RegisterPage.jsp HTTP/1.1" 200 6598
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:59:37 -0800] "GET /SeCurethatA/RegisterServlet?username=i&password=i&confirm=i&submit=Submit HTTP/1.1" 200 9148
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:59:38 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:59:56 -0800] "GET /SeCurethatA/SearchServlet?search-bar=201&radio-button=Course HTTP/1.1" 200 11891
0:0:0:0:0:0:0:1 - - [02/Dec/2019:10:59:57 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:00:00 -0800] "GET /SeCurethatA/Detail.jsp?courseName=CSCI201&courseDescription=Object-oriented%20paradigm%20for%20programming-in-the-large%20in%20Java;%20writing%20sophisticated%20concurrent%20applications%20with%20animation%20and%20graphic%20user%20interfaces;%20using%20professional%20tools%20on%20team%20project. HTTP/1.1" 200 15456
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:00:00 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:00:12 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=none&courseName=CSCI201 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:00:13 -0800] "GET /SeCurethatA/chartServlet?term=2020%20Summer&course=CSCI201 HTTP/1.1" 200 237
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:00:41 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=mark%20redekopp&courseName=CSCI201 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:01:11 -0800] "GET /SeCurethatA/Homepage.jsp HTTP/1.1" 200 9148
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:01:12 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:01:15 -0800] "GET /SeCurethatA/LogoutServlet HTTP/1.1" 200 8496
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:02:20 -0800] "GET /SeCurethatA/SearchServlet?search-bar=grujic&radio-button=Professor HTTP/1.1" 200 11597
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:02:34 -0800] "GET /SeCurethatA/RegisterPage.jsp HTTP/1.1" 200 6598
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:02:44 -0800] "GET /SeCurethatA/RegisterServlet?username=k&password=k&confirm=k&submit=Submit HTTP/1.1" 200 9148
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:02:44 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:03:00 -0800] "GET /SeCurethatA/SearchServlet?search-bar=201&radio-button=Course HTTP/1.1" 200 11891
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:03:01 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:03:03 -0800] "GET /SeCurethatA/Detail.jsp?courseName=CSCI201&courseDescription=Object-oriented%20paradigm%20for%20programming-in-the-large%20in%20Java;%20writing%20sophisticated%20concurrent%20applications%20with%20animation%20and%20graphic%20user%20interfaces;%20using%20professional%20tools%20on%20team%20project. HTTP/1.1" 200 15456
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:03:04 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:03:14 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=none&courseName=CSCI201 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:03:14 -0800] "GET /SeCurethatA/chartServlet?term=2020%20Summer&course=CSCI201 HTTP/1.1" 200 237
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:03:37 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=mark%20redekopp&courseName=CSCI201 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:04:03 -0800] "GET /SeCurethatA/Homepage.jsp HTTP/1.1" 200 9148
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:04:03 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:04:06 -0800] "GET /SeCurethatA/LogoutServlet HTTP/1.1" 200 8496
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:04:27 -0800] "GET /SeCurethatA/LogoutServlet HTTP/1.1" 200 8496
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:04:28 -0800] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:04:50 -0800] "GET /SeCurethatA/SearchServlet?search-bar=grujic&radio-button=Professor HTTP/1.1" 200 11597
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:05:04 -0800] "GET /SeCurethatA/RegisterPage.jsp HTTP/1.1" 200 6598
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:05:13 -0800] "GET /SeCurethatA/RegisterServlet?username=yag&password=1&confirm=1&submit=Submit HTTP/1.1" 200 9148
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:05:13 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:05:30 -0800] "GET /SeCurethatA/SearchServlet?search-bar=CSCI201&radio-button=Course HTTP/1.1" 200 11895
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:05:30 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:05:33 -0800] "GET /SeCurethatA/Detail.jsp?courseName=CSCI201&courseDescription=Object-oriented%20paradigm%20for%20programming-in-the-large%20in%20Java;%20writing%20sophisticated%20concurrent%20applications%20with%20animation%20and%20graphic%20user%20interfaces;%20using%20professional%20tools%20on%20team%20project. HTTP/1.1" 200 15456
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:05:34 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:05:48 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=none&courseName=CSCI201 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:05:50 -0800] "GET /SeCurethatA/chartServlet?term=2020%20Summer&course=CSCI201 HTTP/1.1" 200 237
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:06:12 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=mark%20redekopp&courseName=CSCI201 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:06:49 -0800] "GET /SeCurethatA/Homepage.jsp HTTP/1.1" 200 9148
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:06:49 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:06:52 -0800] "GET /SeCurethatA/LogoutServlet HTTP/1.1" 200 8496
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:07:10 -0800] "GET /SeCurethatA/SearchServlet?search-bar=grujic&radio-button=Professor HTTP/1.1" 200 11597
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:07:24 -0800] "GET /SeCurethatA/RegisterPage.jsp HTTP/1.1" 200 6598
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:07:32 -0800] "GET /SeCurethatA/RegisterServlet?username=y&password=a&confirm=a&submit=Submit HTTP/1.1" 200 9148
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:07:32 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:07:45 -0800] "GET /SeCurethatA/SearchServlet?search-bar=CSCI201&radio-button=Course HTTP/1.1" 200 11895
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:07:45 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:07:48 -0800] "GET /SeCurethatA/Detail.jsp?courseName=CSCI201&courseDescription=Object-oriented%20paradigm%20for%20programming-in-the-large%20in%20Java;%20writing%20sophisticated%20concurrent%20applications%20with%20animation%20and%20graphic%20user%20interfaces;%20using%20professional%20tools%20on%20team%20project. HTTP/1.1" 200 15456
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:07:49 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:07:58 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=none&courseName=CSCI201 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:07:58 -0800] "GET /SeCurethatA/chartServlet?term=2020%20Summer&course=CSCI201 HTTP/1.1" 200 237
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:08:22 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=mark%20redekopp&courseName=CSCI201 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:09:10 -0800] "GET /SeCurethatA/Detail.jsp?courseName=CSCI201&courseDescription=Object-oriented%20paradigm%20for%20programming-in-the-large%20in%20Java;%20writing%20sophisticated%20concurrent%20applications%20with%20animation%20and%20graphic%20user%20interfaces;%20using%20professional%20tools%20on%20team%20project. HTTP/1.1" 200 15456
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:09:11 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:09:11 -0800] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:09:20 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=none&courseName=CSCI201 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:09:21 -0800] "GET /SeCurethatA/chartServlet?term=2020%20Summer&course=CSCI201 HTTP/1.1" 200 237
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:10:30 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=mark%20redekopp&courseName=CSCI201 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:11:30 -0800] "GET /SeCurethatA/Detail.jsp?courseName=CSCI201&courseDescription=Object-oriented%20paradigm%20for%20programming-in-the-large%20in%20Java;%20writing%20sophisticated%20concurrent%20applications%20with%20animation%20and%20graphic%20user%20interfaces;%20using%20professional%20tools%20on%20team%20project. HTTP/1.1" 200 15456
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:11:31 -0800] "GET /SeCurethatA/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:11:31 -0800] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:13:12 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=none&courseName=CSCI201 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:13:13 -0800] "GET /SeCurethatA/chartServlet?term=2020%20Summer&course=CSCI201 HTTP/1.1" 200 237
0:0:0:0:0:0:0:1 - - [02/Dec/2019:11:14:00 -0800] "GET /SeCurethatA/DetailServlet?term=2020%20Summer&professor=mark%20redekopp&courseName=CSCI201 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [02/Dec/2019:13:32:23 -0800] "GET /SeCurethatA/Homepage.jsp HTTP/1.1" 200 8496
0:0:0:0:0:0:0:1 - - [02/Dec/2019:13:32:24 -0800] "GET /SeCurethatA/images/background1.jpg HTTP/1.1" 304 -
